text,category,priority
Ошибка при обновлении данных,Техническая ошибка,Высокий
Приложение не загружается,Техническая ошибка,Высокий
Сайт тормозит,Техническая ошибка,Высокий
Ошибка при загрузке видео,Техническая ошибка,Высокий
Не удается подключиться к серверу,Техническая ошибка,Высокий
Программа зависла полностью,Техническая ошибка,Высокий
Сбой при отправке сообщения,Техническая ошибка,Высокий
Ошибка при регистрации пользователя,Техническая ошибка,Высокий
Не работает функционал,Техническая ошибка,Высокий
Приложение закрывается,Техническая ошибка,Высокий
Сайт выдаёт пустую страницу,Техническая ошибка,Высокий
Ошибка при загрузке контента,Техническая ошибка,Высокий
Не удается сохранить файл,Техническая ошибка,Высокий
Ошибка при входе,Техническая ошибка,Высокий
Программа вылетает,Техническая ошибка,Высокий
Сбой на сервере,Техническая ошибка,Высокий
Не работает кнопка «Войти»,Техническая ошибка,Высокий
Ошибка при синхронизации данных,Техническая ошибка,Высокий
Приложение не отвечает,Техническая ошибка,Высокий
Сайт завис,Техническая ошибка,Высокий
Ошибка при загрузке документа,Техническая ошибка,Высокий
Не удается отправить форму,Техническая ошибка,Высокий
Ошибка при авторизации пользователя,Техническая ошибка,Высокий
Программа закрылась внезапно,Техническая ошибка,Высокий
Сбой при подключении к базе данных,Техническая ошибка,Высокий
Не работает кнопка «Оплатить»,Техническая ошибка,Высокий
Ошибка при загрузке файла,Техническая ошибка,Высокий
Приложение тормозит,Техническая ошибка,Высокий
Сайт не открывается,Техническая ошибка,Высокий
Не удается войти на сайт,Техническая ошибка,Высокий
Ошибка при регистрации аккаунта,Техническая ошибка,Высокий
Программа зависла при работе,Техническая ошибка,Высокий
Сбой при обработке данных,Техническая ошибка,Высокий
Не работает функция «Сохранить»,Техническая ошибка,Высокий
Ошибка при загрузке изображения,Техническая ошибка,Высокий
Приложение не реагирует,Техническая ошибка,Высокий
Сайт выдаёт ошибку,Техническая ошибка,Высокий
Ошибка при обновлении профиля,Техническая ошибка,Высокий
Не удается подключиться к сервису,Техническая ошибка,Высокий
Хочу вернуть товар,Возврат и обмен,Средний
Можно оформить возврат?,Возврат и обмен,Средний
Как обменять заказ?,Возврат и обмен,Средний
"Не подошёл размер, можно вернуть",Возврат и обмен,Средний
"Товар не соответствует описанию, хочу вернуть",Возврат и обмен,Средний
Можно ли вернуть этот товар?,Возврат и обмен,Средний
Как сделать возврат?,Возврат и обмен,Средний
Хочу обменять вещь на другой размер,Возврат и обмен,Средний
Возврат товара не принимают?,Возврат и обмен,Средний
Можно вернуть заказ обратно,Возврат и обмен,Средний
Как оформить обмен?,Возврат и обмен,Средний
Хочу вернуть купленный товар,Возврат и обмен,Средний
Можно ли поменять цвет?,Возврат и обмен,Средний
"Товар пришёл бракованный, хочу возврат",Возврат и обмен,Средний
Как вернуть деньги за заказ?,Возврат и обмен,Средний
Обменять товар на другой нельзя?,Возврат и обмен,Средний
Хочу вернуть этот товар,Возврат и обмен,Средний
Можно оформить возврат онлайн?,Возврат и обмен,Средний
Как вернуть товар в магазин?,Возврат и обмен,Средний
"Не устраивает качество, хочу вернуть",Возврат и обмен,Средний
Как обменять на другой размер?,Возврат и обмен,Средний
Хочу вернуть товар по гарантии,Возврат и обмен,Средний
Можно поменять заказанный товар?,Возврат и обмен,Средний
Как сделать возврат через сайт?,Возврат и обмен,Средний
Хочу вернуть одежду,Возврат и обмен,Средний
Можно оформить возврат товара без чека?,Возврат и обмен,Средний
Как обменять на другой цвет?,Возврат и обмен,Средний
"Товар не подошёл, хочу возврат",Возврат и обмен,Средний
Можно вернуть обратно заказ?,Возврат и обмен,Средний
Хочу обменять товар на аналогичный,Возврат и обмен,Средний
Как вернуть деньги за брак?,Возврат и обмен,Средний
"Можно вернуть товар, который не понравился?",Возврат и обмен,Средний
Хочу оформить возврат онлайн,Возврат и обмен,Средний
Можно поменять на другой товар?,Возврат и обмен,Средний
"Товар пришёл с дефектом, хочу возврат",Возврат и обмен,Средний
Как вернуть заказанный товар?,Возврат и обмен,Средний
Можно обменять товар?,Возврат и обмен,Средний
Хочу вернуть покупку,Возврат и обмен,Средний
Как оформить возврат товара в течение 14 дней?,Возврат и обмен,Средний
"Товар не подошёл по размеру, хочу обмен",Возврат и обмен,Средний
Можно вернуть товар без упаковки?,Возврат и обмен,Средний
Хочу обменять товар на другую модель,Возврат и обмен,Средний
Как вернуть деньги за заказ?,Возврат и обмен,Средний
Можно ли вернуть товар после покупки?,Возврат и обмен,Средний
Хочу оформить возврат через сайт,Возврат и обмен,Средний
"Товар пришёл не тот, хочу обмен",Возврат и обмен,Средний
Как сделать возврат покупки?,Возврат и обмен,Средний
Можно вернуть товар с браком?,Возврат и обмен,Средний
Хочу поменять товар на другой размер,Возврат и обмен,Средний
Как обменять заказанный товар?,Возврат и обмен,Средний
Можно оформить возврат товара по гарантии?,Возврат и обмен,Средний
Хочу вернуть вещь,Возврат и обмен,Средний
Как вернуть товар обратно в магазин?,Возврат и обмен,Средний
Можно обменять товар на другой цвет?,Возврат и обмен,Средний
Хочу вернуть заказ,Возврат и обмен,Средний
"Товар пришёл повреждённый, хочу возврат",Возврат и обмен,Средний
Как оформить обмен товара?,Возврат и обмен,Средний
"Можно вернуть товар, если не подошёл?",Возврат и обмен,Средний
Хочу обменять вещь,Возврат и обмен,Средний
Как вернуть деньги за товар?,Возврат и обмен,Средний
Можно оформить обмен через сайт?,Возврат и обмен,Средний
Хочу вернуть купленный товар обратно,Возврат и обмен,Средний
"Товар не соответствует фото, хочу возврат",Возврат и обмен,Средний
Как обменять заказанный размер?,Возврат и обмен,Средний
Можно вернуть товар после примерки?,Возврат и обмен,Средний
Хочу оформить возврат заказа,Возврат и обмен,Средний
"Товар пришёл не того цвета, хочу обмен",Возврат и обмен,Средний
Как вернуть товар по гарантии?,Возврат и обмен,Средний
Можно вернуть вещь без чека?,Возврат и обмен,Средний
Хочу обменять товар,Возврат и обмен,Средний
Как сделать возврат покупки онлайн?,Возврат и обмен,Средний
Можно обменять товар на аналогичный?,Возврат и обмен,Средний
Хочу вернуть заказанный товар,Возврат и обмен,Средний
"Товар пришёл с дефектом, нужен возврат",Возврат и обмен,Средний
Как оформить возврат через приложение?,Возврат и обмен,Средний
Можно обменять товар на другой размер?,Возврат и обмен,Средний
Хочу вернуть вещь обратно,Возврат и обмен,Средний
Как вернуть деньги за заказанный товар?,Возврат и обмен,Средний
Можно оформить возврат товара после покупки?,Возврат и обмен,Средний
Хочу обменять купленный товар,Возврат и обмен,Средний
Как вернуть товар в магазин?,Возврат и обмен,Средний
Можно поменять товар на другой цвет?,Возврат и обмен,Средний
Хочу оформить возврат,Возврат и обмен,Средний
"Товар не подошёл, хочу обмен",Возврат и обмен,Средний
Как вернуть заказанный товар?,Возврат и обмен,Средний
Можно обменять товар с браком?,Возврат и обмен,Средний
Хочу вернуть купленное,Возврат и обмен,Средний
Как оформить возврат по гарантии?,Возврат и обмен,Средний
Можно вернуть товар онлайн?,Возврат и обмен,Средний
Хочу обменять вещь на другой размер,Возврат и обмен,Средний
Как вернуть товар обратно?,Возврат и обмен,Средний
Можно оформить возврат покупки через сайт?,Возврат и обмен,Средний
Хочу вернуть товар,Возврат и обмен,Средний
"Товар пришёл с дефектом, хочу обмен",Возврат и обмен,Средний
Как обменять заказ?,Возврат и обмен,Средний
Можно вернуть товар после использования?,Возврат и обмен,Средний
Хочу вернуть заказанный товар,Возврат и обмен,Средний
Как оформить обмен?,Возврат и обмен,Средний
Можно вернуть товар в течение 14 дней?,Возврат и обмен,Средний
Хочу обменять товар,Возврат и обмен,Средний
"Товар не подошёл по цвету, хочу возврат",Возврат и обмен,Средний
Как вернуть товар с браком?,Возврат и обмен,Средний
Можно оформить обмен через магазин?,Возврат и обмен,Средний
Хочу вернуть вещь,Возврат и обмен,Средний
Как сделать возврат товара?,Возврат и обмен,Средний
Можно обменять товар после примерки?,Возврат и обмен,Средний
Хочу вернуть заказ,Возврат и обмен,Средний
Как вернуть деньги за покупку?,Возврат и обмен,Средний
Можно оформить возврат товара?,Возврат и обмен,Средний
Хочу обменять заказанный товар,Возврат и обмен,Средний
"Товар пришёл повреждённый, нужен обмен",Возврат и обмен,Средний
Как вернуть товар?,Возврат и обмен,Средний
Можно вернуть вещь без упаковки?,Возврат и обмен,Средний
Хочу вернуть купленное,Возврат и обмен,Средний
Как оформить возврат заказа онлайн?,Возврат и обмен,Средний
Можно обменять товар на другой размер?,Возврат и обмен,Средний
Хочу вернуть вещь обратно,Возврат и обмен,Средний
Как вернуть деньги за товар с браком?,Возврат и обмен,Средний
Можно оформить возврат через приложение?,Возврат и обмен,Средний
Хочу обменять товар,Возврат и обмен,Средний
"Товар не подошёл по размеру, хочу возврат",Возврат и обмен,Средний
Как обменять купленный товар?,Возврат и обмен,Средний
Можно вернуть товар после покупки?,Возврат и обмен,Средний
Хочу вернуть заказанный товар,Возврат и обмен,Средний
Как оформить обмен товара онлайн?,Возврат и обмен,Средний
Можно обменять товар на аналогичный?,Возврат и обмен,Средний
Хочу вернуть товар,Возврат и обмен,Средний
"Товар пришёл не того цвета, хочу возврат",Возврат и обмен,Средний
Как вернуть товар по гарантии?,Возврат и обмен,Средний
Можно обменять товар на другой цвет?,Возврат и обмен,Средний
Хочу оформить возврат,Возврат и обмен,Средний
"Товар не соответствует описанию, хочу обмен",Возврат и обмен,Средний
Как вернуть купленный товар?,Возврат и обмен,Средний
Можно оформить возврат через сайт?,Возврат и обмен,Средний
Хочу обменять вещь,Возврат и обмен,Средний
"Товар пришёл с браком, нужен возврат",Возврат и обмен,Средний
Как обменять заказанный товар?,Возврат и обмен,Средний
Можно вернуть товар после примерки?,Возврат и обмен,Средний
Хочу вернуть заказ,Возврат и обмен,Средний
Как вернуть деньги за заказанный товар?,Возврат и обмен,Средний
Можно обменять товар на другой размер?,Возврат и обмен,Средний
Хочу вернуть вещь,Возврат и обмен,Средний
Как оформить возврат по гарантии?,Возврат и обмен,Средний
Можно вернуть товар онлайн?,Возврат и обмен,Средний
Хочу обменять купленный товар,Возврат и обмен,Средний
Как вернуть товар обратно в магазин?,Возврат и обмен,Средний
Можно оформить возврат покупки через сайт?,Возврат и обмен,Средний
Хочу вернуть товар,Возврат и обмен,Средний
"Товар пришёл с дефектом, хочу возврат",Возврат и обмен,Средний
Как обменять заказанный товар?,Возврат и обмен,Средний
Можно вернуть товар после использования?,Возврат и обмен,Средний
Хочу вернуть купленное,Возврат и обмен,Средний
Как оформить обмен товара?,Возврат и обмен,Средний
Можно обменять товар на другой размер?,Возврат и обмен,Средний
Хочу вернуть заказанный товар,Возврат и обмен,Средний
"Товар не подошёл по цвету, хочу обмен",Возврат и обмен,Средний
Как вернуть товар с браком?,Возврат и обмен,Средний
Можно оформить возврат через приложение?,Возврат и обмен,Средний
Хочу обменять вещь,Возврат и обмен,Средний
Как сделать возврат товара онлайн?,Возврат и обмен,Средний
Можно обменять товар на аналогичный?,Возврат и обмен,Средний
Хочу вернуть заказ,Возврат и обмен,Средний
"Товар пришёл повреждённый, нужен возврат",Возврат и обмен,Средний
Как оформить возврат заказа?,Возврат и обмен,Средний
Можно обменять товар после примерки?,Возврат и обмен,Средний
Хочу вернуть купленный товар,Возврат и обмен,Средний
Как вернуть деньги за покупку?,Возврат и обмен,Средний
Можно оформить возврат товара?,Возврат и обмен,Средний
Хочу обменять товар,Возврат и обмен,Средний
"Товар не подошёл по размеру, хочу возврат",Возврат и обмен,Средний
Как вернуть заказанный товар?,Возврат и обмен,Средний
Можно обменять товар на другой цвет?,Возврат и обмен,Средний
Хочу вернуть вещь,Возврат и обмен,Средний
Как оформить обмен через магазин?,Возврат и обмен,Средний
Можно вернуть товар после покупки?,Возврат и обмен,Средний
Хочу вернуть заказанный товар,Возврат и обмен,Средний
"Товар пришёл с дефектом, хочу обмен",Возврат и обмен,Средний
Как оформить возврат через сайт?,Возврат и обмен,Средний
Можно обменять товар на другой размер?,Возврат и обмен,Средний
Хочу вернуть купленное,Возврат и обмен,Средний
Как вернуть деньги за заказ?,Возврат и обмен,Средний
Можно оформить возврат покупки онлайн?,Возврат и обмен,Средний
Хочу обменять товар,Возврат и обмен,Средний
"Товар не соответствует описанию, хочу возврат",Возврат и обмен,Средний
Как обменять купленный товар?,Возврат и обмен,Средний
Можно вернуть товар после примерки?,Возврат и обмен,Средний
Хочу вернуть заказ,Возврат и обмен,Средний
Как оформить возврат по гарантии?,Возврат и обмен,Средний
Можно обменять товар на аналогичный?,Возврат и обмен,Средний
Хочу вернуть товар,Возврат и обмен,Средний
"Товар пришёл повреждённый, нужен возврат",Возврат и обмен,Средний
Как обменять заказанный товар?,Возврат и обмен,Средний
Можно оформить возврат через приложение?,Возврат и обмен,Средний
Как сделать возврат товара?,Возврат и обмен,Средний
Можно обменять товар на другой цвет?,Возврат и обмен,Средний
Хочу вернуть купленный товар,Возврат и обмен,Средний
"Товар не подошёл по размеру, хочу обмен",Возврат и обмен,Средний
Купите у нас лучший товар,Спам,Низкий
Выгодное предложение только сегодня,Спам,Низкий
Супер скидки на все товары,Спам,Низкий
aaa,Спам,Низкий
123456,Спам,Низкий
Как дела?,Спам,Низкий
Что посоветуете на ужин?,Спам,Низкий
Только сейчас акция,Спам,Низкий
Закажи прямо сейчас,Спам,Низкий
Бесплатная доставка при заказе,Спам,Низкий
Lorem ipsum dolor sit amet,Спам,Низкий
Ааааа,Спам,Низкий
Супер цена на новый продукт,Спам,Низкий
"Привет, как настроение?",Спам,Низкий
Сегодня скидка 50%,Спам,Низкий
Не пропустите шанс,Спам,Низкий
Купи один — получи два,Спам,Низкий
Random text here,Спам,Низкий
Проверьте наше новое предложение,Спам,Низкий
Хочешь выиграть приз?,Спам,Низкий
Какой твой любимый цвет?,Спам,Низкий
Акция ограничена,Спам,Низкий
Смотри нашу распродажу,Спам,Низкий
Здесь могла быть ваша реклама,Спам,Низкий
Только сегодня бонус,Спам,Низкий
Пишите комментарии,Спам,Низкий
Тестовое сообщение,Спам,Низкий
Привет!,Спам,Низкий
Скидка для первых 100 покупателей,Спам,Низкий
Что думаешь о погоде?,Спам,Низкий
Не пропусти выгодное предложение,Спам,Низкий
aaa bbb ccc,Спам,Низкий
Новая коллекция уже в продаже,Спам,Низкий
Только сейчас бесплатный подарок,Спам,Низкий
123 abc,Спам,Низкий
Лучшие цены только для вас,Спам,Низкий
Какой фильм посоветуешь?,Спам,Низкий
Купите со скидкой,Спам,Низкий
Акция заканчивается сегодня,Спам,Низкий
Random words for testing,Спам,Низкий
Проверка текста,Спам,Низкий
"Привет, чем занимаешься?",Спам,Низкий
Супер предложение дня,Спам,Низкий
Что думаете о последнем фильме?,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Выгодно и быстро,Спам,Низкий
Только сегодня подарок,Спам,Низкий
Пишите свои вопросы,Спам,Низкий
Lorem ipsum,Спам,Низкий
Купи сейчас и сэкономь,Спам,Низкий
Новая акция для клиентов,Спам,Низкий
123 456 789,Спам,Низкий
Что планируешь на выходные?,Спам,Низкий
Бесплатный бонус при покупке,Спам,Низкий
Смотри наши новости,Спам,Низкий
aaa bbb,Спам,Низкий
Супер скидка для вас,Спам,Низкий
Не пропусти уникальное предложение,Спам,Низкий
Random phrase for testing,Спам,Низкий
Как настроение?,Спам,Низкий
Купите прямо сейчас,Спам,Низкий
Выгодно и удобно,Спам,Низкий
Только сегодня скидка,Спам,Низкий
Тест сообщения,Спам,Низкий
Пишите в чат,Спам,Низкий
Новая коллекция,Спам,Низкий
Что думаешь о музыке?,Спам,Низкий
Супер акция на все товары,Спам,Низкий
aaa aaa,Спам,Низкий
123456789,Спам,Низкий
Скидка до конца недели,Спам,Низкий
Лучшие предложения здесь,Спам,Низкий
Проверка системы,Спам,Низкий
"Привет, как твои дела?",Спам,Низкий
Только сейчас подарок,Спам,Низкий
Random test text,Спам,Низкий
Lorem ipsum dolor,Спам,Низкий
Выгодно и быстро,Спам,Низкий
Закажи прямо сейчас,Спам,Низкий
aaa bbb ccc,Спам,Низкий
Новая распродажа,Спам,Низкий
Скидка для тебя,Спам,Низкий
Что думаете о спорте?,Спам,Низкий
Супер предложение дня,Спам,Низкий
Только сегодня акция,Спам,Низкий
123 456,Спам,Низкий
Бесплатная доставка,Спам,Низкий
Проверка сообщения,Спам,Низкий
Как провести выходные?,Спам,Низкий
Купи у нас сейчас,Спам,Низкий
Random lorem ipsum,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Новая акция для клиентов,Спам,Низкий
Только сегодня бонус,Спам,Низкий
Скидка до 50%,Спам,Низкий
Lorem ipsum text,Спам,Низкий
Выгодно и удобно,Спам,Низкий
Супер скидка,Спам,Низкий
123456,Спам,Низкий
Что планируешь на вечер?,Спам,Низкий
Проверка текста,Спам,Низкий
Купи один — получи два,Спам,Низкий
Random phrase,Спам,Низкий
aaa bbb,Спам,Низкий
Новая коллекция уже в продаже,Спам,Низкий
Только сейчас подарок,Спам,Низкий
Бесплатный бонус,Спам,Низкий
Как настроение?,Спам,Низкий
Супер предложение,Спам,Низкий
Только сегодня акция,Спам,Низкий
Random test,Спам,Низкий
Lorem ipsum dolor sit amet,Спам,Низкий
Выгодное предложение,Спам,Низкий
Закажи сейчас,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Скидка до конца недели,Спам,Низкий
Что думаете о погоде?,Спам,Низкий
Супер акция,Спам,Низкий
123456,Спам,Низкий
Новая распродажа,Спам,Низкий
Бесплатная доставка,Спам,Низкий
Проверка текста,Спам,Низкий
Как дела?,Спам,Низкий
Купи сейчас и сэкономь,Спам,Низкий
Random lorem ipsum,Спам,Низкий
Только сегодня бонус,Спам,Низкий
aaa bbb ccc,Спам,Низкий
Выгодно и быстро,Спам,Низкий
Новая акция,Спам,Низкий
Скидка для первых покупателей,Спам,Низкий
Lorem ipsum,Спам,Низкий
Что думаешь о фильме?,Спам,Низкий
Супер предложение дня,Спам,Низкий
123 456 789,Спам,Низкий
Только сегодня акция,Спам,Низкий
Бесплатный подарок,Спам,Низкий
Random text,Спам,Низкий
aaa aaa,Спам,Низкий
Купите прямо сейчас,Спам,Низкий
Выгодно и удобно,Спам,Низкий
Новая распродажа,Спам,Низкий
Только сейчас подарок,Спам,Низкий
Проверка системы,Спам,Низкий
Что планируешь на завтра?,Спам,Низкий
Супер акция,Спам,Низкий
Lorem ipsum text,Спам,Низкий
aaa bbb,Спам,Низкий
Скидка до 50%,Спам,Низкий
Random phrase for testing,Спам,Низкий
123456,Спам,Низкий
Купи один — получи два,Спам,Низкий
Новая коллекция,Спам,Низкий
Только сегодня бонус,Спам,Низкий
Выгодно и быстро,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Закажи прямо сейчас,Спам,Низкий
Супер предложение,Спам,Низкий
Только сегодня акция,Спам,Низкий
Lorem ipsum dolor,Спам,Низкий
Random test,Спам,Низкий
Что думаете о музыке?,Спам,Низкий
123 456,Спам,Низкий
Бесплатная доставка,Спам,Низкий
Проверка сообщения,Спам,Низкий
Купите сейчас,Спам,Низкий
Новая акция для клиентов,Спам,Низкий
aaa bbb,Спам,Низкий
Скидка для тебя,Спам,Низкий
Выгодно и удобно,Спам,Низкий
Только сегодня подарок,Спам,Низкий
Random lorem ipsum,Спам,Низкий
Как настроение?,Спам,Низкий
Супер акция на все товары,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Lorem ipsum text,Спам,Низкий
123456789,Спам,Низкий
Выгодно и удобно,Спам,Низкий
Супер акция,Спам,Низкий
123 456 789,Спам,Низкий
Что думаете о фильме?,Спам,Низкий
Скидка до 50%,Спам,Низкий
Lorem ipsum text,Спам,Низкий
aaa aaa aaa,Спам,Низкий
Только сейчас подарок,Спам,Низкий
Выгодно и быстро,Спам,Низкий
Random test text,Спам,Низкий
Закажи прямо сейчас,Спам,Низкий
Супер предложение,Спам,Низкий
Только сегодня акция,Спам,Низкий
Lorem ipsum dolor,Спам,Низкий
123456,Спам,Низкий
